episode;reward;average
240;254.30755262215473;143.17972318072432
241;242.30530760941264;143.9218396137678
242;26.930596418493984;141.78457191771085
243;103.89782602408121;140.61594069377645
244;177.94945134603705;141.94913501440104
245;54.51177236831851;142.23905862671606
246;5.3871075589072;140.05047930870757
247;204.964842673504;139.91411410718587
248;279.5881717865842;142.6553356859404
249;248.97186541626783;143.0813636398026
250;220.33989271258542;143.2151004277365
251;177.23663088415014;143.0498362004592
252;163.41977273349164;144.13231021421154
253;93.63302563365026;142.89219233943084
254;239.287292721431;143.58729247413547
255;257.2888455651013;146.32445126568535
256;242.4436086123681;146.26266724444
257;237.21604549728866;148.43022438191423
258;212.74997705302405;150.55896341262718
259;140.61695359762732;152.56679617523668
260;245.83613980882996;153.25674083609243
261;197.5080232440999;155.67852293820658
262;225.1023355591578;156.54061733000017
263;256.5446263688524;156.83976242589793
264;-48.32576786798772;155.080380056597
265;4.198292487210722;153.09270459969403
266;-42.77708763217609;150.41809098895922
267;161.62257457240463;149.56261017139062
268;235.1577685302792;149.2611924979464
269;215.59134350972465;148.9056977844994
270;252.27818093171396;157.56877878943519
271;-189.525833724838;154.0799903911778
272;90.78657814938998;152.9200261231003
273;-40.026910007946896;149.83291521006225
274;177.36583349050176;149.52746628574246
275;31.967208494537942;147.68883080581062
276;18.29363969172124;145.16129418821563
277;45.73876971413938;143.3428573314582
278;-12.736079295320152;140.8424202530783
279;292.9693631915304;141.17035400406922
280;163.79336422801805;140.5725701422505
281;216.59390147315216;141.94719862543786
282;241.87867216241546;143.980877530784
283;-56.52533570122664;141.3810603569625
284;-34.9422721241487;138.53598149786038
285;-64.72704960551377;136.69947618226055
286;263.9470090303706;137.25045742028053
287;101.83575767190705;136.2486739650973
288;211.15216930397918;135.77286027362686
289;-62.11003886186522;134.19094523891363
290;211.2220410352881;135.35505602572997
291;255.88356738283227;136.59974757128768
292;202.81761519399146;136.4318184216965
293;290.22139190673033;136.90966743759486
294;234.8004588361059;136.2714421456821
295;196.5946123136505;136.75729358422973
296;215.1789781260844;136.75229142333782
297;257.12260731937545;137.2551659957445
298;-104.1916810102267;134.17767187916982
299;60.515955665048864;132.52192507148953
300;-81.48280355682216;129.38151360344116
301;-9.870578346260487;126.89316678136527
302;-69.10590978809749;123.60029949349719
303;234.83676916521463;125.3585159063437
304;10.016875703209408;122.70201576108514
305;-8.521523272852946;120.39212430638428
306;248.64435248312734;122.26983576563947
307;247.06016656936282;122.19919474102684
308;-53.14207418572134;122.20642457764049
309;-19.599682698235853;119.71259394028777
310;286.7696190916415;119.82235515355406
311;269.1533074261338;120.78133274549938
312;296.1943560269771;121.4185494791088
313;247.2299353268868;124.14840116559343
314;49.17872012169943;126.75718716621306
315;69.71505087825474;129.73190201790598
316;-25.08551732154268;127.06923400697417
317;49.19816329003041;125.48475063046831
318;198.71972733901367;127.68399610933004
319;269.27656132206107;133.6078492014479
320;265.80476032852516;133.79655994993465
321;264.19328300130786;136.44674212643156
322;280.11865030486666;136.85891269890814
323;246.89142985589217;138.73070281675902
324;-3.015087950600247;137.04319751138084
325;24.06205703788889;134.85810089336766
326;288.66542768288537;137.67479020447854
327;277.22567839928877;140.66608410429157
328;226.9343505116746;140.76921471496905
329;292.1609461336594;141.8353698264153
330;28.874740118545304;139.44923396450596
331;276.4199545264761;140.44116346414248
332;233.9347045065974;143.5102045230033
333;230.17221650583096;145.56425793628114
334;242.21655810455502;145.86518528658095
335;246.62465752345287;145.9179006638034
336;267.5106295258844;146.30764048656368
337;276.6179187481969;146.65166306784803
338;258.60346664183714;147.37609803069856
339;246.05026500002245;150.26754415102084
340;247.4856928391129;152.7565849239233
341;34.6041029255629;150.581303243759
342;272.6738887892591;150.88198226534163
343;262.0445901811422;153.2098435897243
344;276.2645894629859;154.91644520793128
345;205.4418861429911;155.18864753265362
346;15.769226742262106;154.8050579719996
347;250.3169534765002;157.23010595138172
348;249.5027795468258;157.67107562339478
349;246.40448648314293;157.34252428375675
350;262.13786829466017;157.47288074789924
351;262.87821985711287;157.89405230378566
352;283.19871559642775;158.94318185539237
353;265.1842628013005;159.9507510639845
354;96.86663788283326;159.9827670268477
355;259.5999149695665;160.18388209861146
356;257.5271898725764;160.18624194323993
357;231.64300717575642;160.07930529535267
358;245.26572394930716;160.15900508200636
359;-26.68291879434244;157.7883823508443
360;290.1200465790247;159.26861099422447
361;157.46945092852772;158.39369328253827
362;251.30321164455967;158.92631891026562
363;217.62923155345965;158.85232778149629
364;237.81793202551057;158.6669149662157
365;-29.675265354200505;158.85157340694627
366;12.999109570223027;158.93871020974836
367;243.08152657105055;161.76899351869122
368;49.308918427211836;160.65697712121406
369;204.98853594455022;160.35827184808804
370;-252.8314605214892;155.72042230322452
371;-155.1145270786535;151.68683113480506
372;-322.63949901958415;150.36887405267885
373;-267.8392572336444;146.81812320730228
374;-298.74084560765823;144.25659909245363
375;-317.66241089942577;139.35532934601872
376;-350.62060072405166;135.56733123494354
377;-254.14394322381926;132.8699294238986
378;-181.83629207751477;130.61671099031787
379;-147.67293605434165;129.2807025075553
380;-17.332458037119395;126.2084072478657
381;-219.6580779704836;122.4118583152073
382;176.21609438074591;122.01207804696564
383;-2.005956126647689;119.59737875697492
384;8.196736789121445;120.23819135588923
385;212.36911011393516;122.68681890280097
386;-78.85495798409082;122.54693862182494
387;5.058593889364559;119.98368698676548
388;25.407755866878432;119.22697409760676
389;-86.95830417250846;116.27538525130491
390;255.4498109378816;119.41954218001526
391;-35.59838562753802;116.97577557939323
392;243.83796636820463;116.85651220301077
393;-73.85701585639193;114.11715942033372
394;-72.7730240421682;110.52315530202779
395;-133.95983790455898;106.87206325509052
396;-251.7887530129321;102.43262399443127
397;-253.65017538992666;97.79075118734207
398;-220.71051755453212;93.05973014898655
399;-146.1208265737248;92.64459009390242
400;-84.00969185757195;91.21364308872795
401;-94.2391025242264;91.08734309895166
402;237.86630360531473;93.54018351431378
403;260.77427153511917;96.80632392345456
404;213.08622413268273;96.59097199243938
405;209.18394321013102;98.56292315587427
406;16.04647794132174;98.80617069264828
407;238.49566326018777;98.70568862113403
408;23.06811827468981;96.48794556871151
409;-66.50815124039457;96.3556081721306
410;240.82640336378395;98.93408427175456
411;254.03027464843075;98.60993234657425
412;-232.8947463974458;93.6391595364398
413;171.164220168351;92.40123739922569
414;284.0168089022527;92.76546387026892
415;211.78450565350045;94.37542214286098
416;237.75460832379994;96.03918013737133
417;239.54843603523918;98.65931828941866
418;212.1149931089252;100.27235620841762
419;119.67497135604418;99.4897348620516
420;46.17119206604556;97.28077081001183
421;245.2481173611963;97.07723969152343
422;261.3478951797215;97.04906753487408
423;267.3201535596698;96.92234974531763
424;-1.6954305735992639;94.46109370146131
425;209.49113767531213;96.56511573736142
426;259.69201443003686;98.8980856125312
427;252.4800593319825;98.5398146387599
428;138.59858208351557;97.16726913068294
429;209.474811372569;96.99440240653337
430;-0.37797608945321803;94.09797743402731
431;263.86739469271606;96.42463738030622
432;4.298178740605853;93.73036237252532
433;215.0812998571381;93.54369499975839
434;276.13048567395947;93.99872736775967
435;-19.150412528027708;91.41093557931825
436;227.07832858227297;91.21740756999964
437;188.13339952830086;90.43149440170673
438;166.45315425789812;89.34075415922854
439;49.8208426781579;87.27359946651886
440;26.32396452929549;85.09809154106613
441;-0.26248691595814616;82.64513926626344
442;239.54650555692075;84.6742719655838
443;259.0719611034811;84.53959941423946
444;-37.66118288302954;81.572215522515
445;3.4349589907574405;78.87093205249293
446;275.0057274886784;79.55968295690568
447;235.81632746364022;81.73836712246388
448;213.5049052838523;81.3738913977842
449;110.64493642693853;79.99906126788431
450;280.470531689896;80.3363488441888
451;259.4395130283725;80.30963245541368
452;53.32637181943272;78.2348616827634
453;247.74859870074627;77.8838704263705
454;271.3929663613952;77.94534273884669
455;266.8082014474501;79.62793247711022
456;47.49737967736192;77.52790737520722
457;110.76267500225887;76.0747933665902
458;51.266607111211925;74.2888884154561
459;46.18586442560678;72.31780069739965
460;281.89948129975045;75.37307198545999
461;286.53544799595943;75.33758091038013
462;156.55696642596715;75.32854641035479
463;270.59602404991153;75.51956435496223
464;215.88597572261082;75.50230439624094
465;258.49319515943876;75.70700997182439
466;278.39165902511286;78.75717753993641
467;-69.14555191018458;77.94386405993237
468;40.13302080186568;75.9344729137028
469;-137.47529489834318;74.08512426691513
470;101.82091099549837;73.0636626337562
471;212.79731401271823;77.6738485202335
472;261.43691762033086;81.79812024992641
473;80.90565689544715;85.79361684314458
474;241.79523591557722;90.83950291392891
475;260.32099522586384;96.37476866475588
476;253.51477538398962;102.0299883309283
477;265.023035012665;108.12546987287601
478;233.99284805897318;112.9585074103294
479;57.62087345604303;115.32937043541413
480;239.57559773443307;119.16351433431288
481;-19.296500251924808;119.14406837179004
482;64.52689359298382;121.95778096152732
483;270.57564258104435;122.89203391400554
484;299.0996508427491;125.8732775473659
485;13.762083303939548;125.92837998810668
486;261.93632317102947;126.4191444738205
487;21.604236931989547;127.41378996803911
488;283.4509456202182;130.17014988616637
489;70.80274165119428;130.61960519096158
490;-5.7750135594681495;131.42340014752634
491;253.17605097808283;131.40088767267684
492;265.4208523367207;134.38127616737248
493;264.9483212516876;134.59028958206045
494;271.05068191172757;138.0052172827349
495;257.5512801200799;141.27575494770764
496;278.4395914800169;145.35891761488168
497;275.8217189174531;150.58278367359836
498;257.77858925461413;155.64643480869282
499;56.7934787209542;158.3939991282521
