episode;reward;average
98;-30.146495677766524;-104.38248431283839
99;-65.59507314201475;-103.99461020113014
100;-61.68251939952663;-103.57567860903505
101;6.84790020554775;-102.14625283215248
102;0.3989479295713776;-98.2224466083134
103;-131.10503588454338;-96.4665409891278
104;181.04716994007322;-94.79212748469195
105;162.95665507768211;-93.14942868696731
106;260.345740349193;-89.58742309159997
107;25.31273403647934;-87.2458731651871
108;289.43739216241033;-82.40930479668357
109;215.80370392922657;-77.49880304414643
110;-113.70247963349024;-77.20133182217654
111;225.03303123716597;-73.19290783693802
112;-247.72564318054415;-73.9145363712978
113;131.46977040429368;-70.4962366514164
114;-85.87771264995834;-69.30245451947441
115;-141.68547575960744;-69.47048462912699
116;-114.48624407939823;-69.93985379614584
117;138.98284194165603;-67.67533668333138
118;-164.14777422815396;-69.3611711427811
119;94.11898814283447;-67.9714504129097
120;-191.4631265529796;-68.93118713421683
121;-173.81660369577708;-70.08949466179472
122;-131.72121221510827;-70.43347532293527
123;72.70513894834548;-67.64926727432008
124;-83.38805576021616;-67.77082858593732
125;-87.09041285312455;-67.52092336981605
126;-139.60447177529653;-67.97267012623324
127;-25.785227094181575;-66.82749993415577
128;86.89314308685756;-65.1915116313283
129;275.967498012369;-61.29269060650158
130;247.16303286013977;-57.767632441009475
131;264.76091805158455;-54.261993131786284
132;264.183748244027;-50.620481115334556
133;257.0430681347835;-47.26177858450494
134;-155.77549151275477;-46.38075713839262
135;-44.05035205448867;-45.570395064069
136;236.02718998614486;-42.29764417484138
137;209.08996600199688;-32.74066443853916
138;126.17629982959245;-28.85956189871826
139;171.38610229184138;-24.870888793469774
140;-76.70206407507132;-23.29328654659338
141;15.103422207481614;-20.730772677614002
142;245.48929445044632;-17.427431907229586
143;135.58435697863789;-15.312687031312118
144;223.4240561206293;-11.179201669182692
145;256.89687358017704;-6.766878098347321
146;258.2380649360946;-3.6872696797072377
147;227.78377962408854;-0.5535976163369228
148;271.38889236849764;3.2341748406944473
149;259.64580093385587;6.86748834843682
150;261.62586019540777;11.140341279843208
151;238.31694458299847;14.35186166948521
152;28.72574155903888;15.20333813445719
153;249.38417949430743;18.34471077313501
154;31.199114676601738;19.259471073679222
155;2.2455644073292405;19.53036877315582
156;249.12965857722466;22.87843225575297
157;301.32980233162345;27.105337650467995
158;268.59369201102015;30.40687873847141
159;213.85929039417232;33.08627168885454
160;265.04112748151795;36.038846825304844
161;216.61471736888757;39.10794368341225
162;-26.810581401379405;39.52552278990958
163;230.47837113634736;41.8464391429351
164;-4.193670147418659;41.907714700588734
165;3.0307334093325204;42.59378244394002
166;189.22387631452924;44.96480768887844
167;-0.8559094186314666;45.41207654786444
168;120.10230434277616;47.61268533031044
169;-58.70961817411349;47.53390534145959
170;-117.61335337296276;47.04086174259497
171;-65.02123432298713;47.197337291421334
172;214.90976462909634;49.675563605306785
173;219.17313136408706;52.23423178592202
174;196.52235588089792;54.63848085374589
175;201.61902743707134;57.117564002944206
176;196.37997852918448;61.53673098242796
177;191.80918157450492;63.499072218656444
178;201.48949548410909;65.62444219031495
179;-130.2728467254559;64.43230859191901
180;-217.05522178998865;62.41915085463125
181;217.59688527441836;64.8918923856687
182;-49.21919416764774;64.43025948896769
183;-96.777146007766;63.44737440537664
184;-24.33813675026495;63.75876544817236
185;230.83649992483495;66.62007567782325
186;289.59335946905367;69.97297147803192
187;229.35800245602542;72.63557131170859
188;211.66239537200198;75.40119098188494
189;255.65455341916436;78.25225778683439
190;244.92589438838974;80.99527211825567
191;-39.82721913269578;81.0931601597426
192;45.70870258789978;81.73414243583284
193;252.28409903622074;84.39289779321734
194;244.02455883881663;87.42027246179245
195;-46.10122606107933;87.29130839585788
196;190.15233276181027;91.06006695722859
197;228.70740233921344;94.40535481710538
198;234.0823352776466;97.62128344192966
199;252.70892878997148;100.42183219903596
200;209.13188732419786;103.14190111454302
201;267.21037245939385;106.39826638047292
202;-50.89830871904856;105.82652173765511
203;185.66515707105697;107.66084064004609
204;203.72504258473236;110.97598993182108
205;-114.98183220774916;108.0450097125357
206;205.751655113207;108.46872258417457
207;264.9757214352692;108.51456398106642
208;202.333635415677;110.26724617293964
209;219.59503483876443;109.57573768458671
210;215.1270607029308;109.56903824670262
211;247.58326800812173;113.1461248570156
212;212.32442812223485;113.02029710340244
213;219.94705080472835;117.65071981612792
214;277.60577870123956;119.0976109873848
215;179.63120990358757;121.72641220078623
216;2.4393557403055386;123.15339073048834
217;165.3459372658798;125.92400638737229
218;211.57746627822502;126.64276504416998
219;273.53664975899534;130.97627419255758
220;236.76776477813561;132.38863831765957
221;264.1981068675813;136.9001356782592
222;229.28591024844127;140.8912496777069
223;252.55234547676022;144.6959383677254
224;245.3584733524078;146.40537732222109
225;232.11015367738244;149.52912197011813
226;236.6305433884806;152.73427995270828
227;273.23982009057573;156.821847198905
228;274.66975813411557;159.79664903284856
229;242.8116425278558;161.34039655206635
230;227.46165892342114;160.8601407195025
231;233.5130254755369;160.72499213153614
232;249.75920786284794;160.57646034748925
233;238.00623446121557;160.31727704270892
234;-67.0120350828852;157.10881067421715
235;200.03578555189597;160.63169460555034
236;230.23839990352323;163.34742482295638
237;225.93576125551058;163.24750968700954
238;308.9577426705814;164.2362995550153
239;28.77185229562167;163.27189908438191
240;-3.364712500400941;161.54169299733005
241;234.35068476573537;164.62142318387268
242;282.4075803920754;167.2679990074825
243;154.63708963333835;166.36847222711515
244;202.29211208901214;167.0289450499901
245;183.1138157139008;166.62983375883437
246;211.63409039431977;166.18168739065757
247;285.4114722113695;166.45073102704646
248;273.2387812971861;166.90078054856227
249;289.43126898118066;167.07941794076703
250;299.52875130150744;167.47429863747647
251;206.5011839389956;166.9285097636506
252;11.988647061810369;164.68763553076755
253;265.0551727186771;167.02753088878376
254;-15.463673555564256;164.40527491799295
255;144.88537516044843;165.53088145743698
256;263.26368383259364;168.1152192735287
257;251.69638522271026;168.1406324086325
258;255.49898582294657;167.68686194815055
259;55.59934254181465;165.5780070029109
260;296.7503380073173;166.39871044462527
261;255.7436707115384;166.30665641719966
262;221.77148751986292;166.35771354740737
263;232.41026012173472;168.92425653278474
264;262.827427757221;169.2445442221003
265;260.0071074603271;171.8603935053453
266;181.4977736167459;173.6273939034385
267;270.0368748972378;174.4275226022772
268;245.067412639416;176.86240697908957
269;265.2323807671722;178.29933842883605
270;272.80725036237857;181.5816836618706
271;271.4849227171868;185.43414184098097
272;242.90803307490205;188.48294646868288
273;251.17808899859918;188.842038789173
274;269.415870751723;189.33949165439714
275;29.9989516502269;187.69074507785587
276;260.26929077832176;188.2714407545019
277;273.3216300026072;189.03323928394173
278;229.75619850715705;189.40895232287892
279;282.95545937913334;190.2155460248098
280;133.5730088168632;192.8278812281991
281;260.155321565878;197.55273809310867
282;249.65782543277953;197.8701731441816
283;272.66582977008056;201.05715357920857
284;268.3223544614758;204.672000118508
285;6.5344340060123045;204.97766913589686
286;261.061254149864;205.2769241282239
287;264.144741046491;205.0249576091886
288;185.75432627538925;204.5932380430437
289;244.00695431205727;204.91348120086602
290;274.41424970346503;205.09922076803736
291;292.4709147110367;205.56996354350912
292;9.421881700972534;206.0575784032484
293;286.3867196718211;208.44052906744562
294;271.0002409782719;208.62583740350556
295;292.9248280634189;209.10999848493722
296;258.3684366984328;212.12454960136807
297;42.5502194203753;210.6631425385816
298;287.080057978011;211.24108962411427
299;310.3115653896352;211.9958344767082
300;237.13696344484438;211.84165660200398
301;25.528549203921216;210.02380176912993
302;232.02479729946538;209.6754297378435
303;296.16464095738183;213.11169656632302
304;268.64600348328804;213.93328910505798
305;48.13221909494817;212.3927661002086
306;269.1475039944462;216.19602685468573
307;-0.8963114977889006;214.15000738328973
308;266.18975123886514;214.16202748035505
309;9.219431307036885;212.25000565749724
310;303.22680437882605;213.07804297967604
311;263.3763990983296;213.55575920141266
312;275.3731687030049;213.8309067330452
313;241.23635696310495;214.1171634542419
314;282.67064443001965;214.73818913370025
315;12.291715900674546;212.1113172247838
316;214.7865535363052;212.45938993401865
317;220.03422091492772;214.61379453970798
318;308.36863890606014;216.029860892581
319;263.9867157576407;216.5487643527733
320;247.90848711453572;216.29502016817466
321;247.35118747403263;216.3998065315004
322;304.0412950910045;216.79429354361343
323;257.19158318157275;217.0705873350306
324;245.7536270760625;217.0032732914593
325;265.4649856860804;217.2023476710006
326;258.11825357459105;217.45985361057694
327;277.68615588822774;217.86634482344573
328;264.877498073196;217.78354955594696
329;273.6806200739725;217.77375610980692
330;265.32030753955223;217.99661417922968
331;303.58178254205086;218.75027876951316
332;299.6081985448652;219.40468642366494
333;256.82550323908197;219.47464974422167
334;261.03846332746303;219.70269161418452
335;49.08598632405415;220.8521769746493
336;251.19769051044884;221.35873048909042
337;277.1602028125305;221.82330279512016
338;241.19131261616013;221.9743478580969
339;217.88951380012753;221.0726822257162
340;300.8499897744667;223.76652517105128
341;140.26646945824012;225.18861608153287
342;113.4265419064729;223.99134734035204
343;244.87590214628523;223.6197465656413
344;11.83547867168187;222.2058692293872
345;215.24201824661736;222.33408612203678
346;268.2681251562781;223.17719809671377
347;267.40272387860887;223.729362784677
348;182.81698807206485;222.7135758130007
349;13.909090611899714;220.14595511314636
350;247.6944122828625;219.73271890821252
351;288.695601461033;219.6254599989009
352;275.20558320517364;220.30570157579373
353;250.15876872863663;222.66382159229704
354;261.42741552898826;222.6279032042803
355;276.3573261817405;225.51722003336258
356;261.2677972130233;226.66952124180386
357;37.559293977877815;224.43482431254924
358;22.315485723910825;222.16372629770964
359;275.27639861393806;222.35954226593725
360;282.1211823424554;224.60233275901297
361;-28.8021732822195;221.3790405680274
362;32.48522449614438;219.1685609025285
363;41.59297155472879;217.3846151999034
364;33.41810719394374;215.41439586398468
365;259.72240162073115;215.38365303095011
366;254.79804697665537;215.3320781746761
367;227.1214667492551;215.7837979086614
368;252.59779538272636;215.61113375505238
369;275.06198919118856;215.90810976051552
370;42.51976908484477;213.7030343973241
371;246.72235552009067;213.44476811175693
372;241.34842751571108;213.1463869711482
373;286.7445806157787;213.5804121943252
374;135.32595129911738;212.43336132601348
375;273.87715236342774;212.47753243107988
376;213.8493285049581;214.2978331920178
377;207.46173850557557;213.77498613981246
378;266.3397734940718;213.70585884764873
379;205.29219304865177;213.46364097182192
380;237.746222009118;213.01602476023763
381;88.8552676513065;212.57327484770735
382;300.983377139748;212.97751302170607
383;205.3801053329341;212.5391197533908
384;239.12137309619754;212.20699641998596
385;230.67676674128353;211.83426782869688
386;268.2790166704141;214.42579835012668
387;297.23858876984315;214.78398978200764
388;286.0729950524108;215.00110120780883
389;264.36463737352756;215.77942111967158
390;236.75283685442616;215.70759817454655
391;317.5525197931355;216.13470975959277
392;269.34826567276014;215.90577264040192
393;247.91422883493195;218.26708300806487
394;298.41814261735965;218.3862060075257
395;314.0702115415904;218.81264135963778
396;222.81512319954348;218.118485865936
397;231.36563382119846;217.851131382003
398;241.1599057920596;219.8175639203365
399;264.35252096370874;219.59253880138303
400;229.32065108485187;218.79064856074157
401;276.66403475454933;219.18200570242183
402;219.09484590306;221.09850368954199
403;268.909097302539;221.46369477868132
404;283.29993591314616;221.33632146141167
405;251.769598595977;221.1692283437155
406;311.80639302106874;223.77986372912267
407;275.8275327129653;223.84600262732584
408;243.79915608686736;226.26873002915414
409;276.2993347790475;226.3688249156906
410;171.47550918784603;227.97532073629267
411;166.70933738984087;226.62366264729283
412;26.785079870091266;224.28117433810235
413;184.9123823838558;223.3855229884078
414;302.7495974709156;223.99456497363366
415;269.1558749744511;223.86075537506366
416;-4.019424076932779;223.6992589396418
417;244.46424228772955;223.99309744213113
418;262.6833111761939;224.41536566253973
419;282.40391553906943;224.15828919355963
420;234.90180470615175;223.87031977720824
421;-3.671832529661117;221.37942552330531
422;231.7524380434195;221.22498245963587
423;285.3814092546039;221.040231114721
424;246.79967103884107;220.93734089548605
425;-17.473658582391224;218.3311301463924
426;271.54446873236407;218.39132304784076
427;248.59907369878394;218.2970737421397
428;264.19537553907776;218.16350165947486
429;261.90101825510067;218.134031562266
430;264.9532783874146;218.0476222386367
431;17.025312763229508;215.58925595372258
432;-147.4123398788344;211.12396761292175
433;147.9365664076515;209.62226828483045
434;251.8365466421983;209.57287267496037
435;174.38997471145294;208.71496684707904
436;238.4212285035497;210.58957320529194
437;121.53764966420856;209.30581042463612
438;238.56062789118232;208.92363641551384
439;-28.216667908265222;206.25623066774725
440;6.552113944014024;204.1637811642214
441;124.34475134797282;202.41620454613727
442;-28.680670687185703;200.74346058430137
443;270.0304557463813;202.2939943846965
444;281.2046079555918;202.6536845412243
445;273.0415862311078;205.23988362597112
446;236.25059180531775;205.44788930477011
447;243.36224219341747;205.20129640414774
448;255.48976668835468;205.08334633295706
449;233.541253822383;205.58556678593052
450;211.18459342098885;207.53878958602053
451;229.53794700316513;207.35902260305323
452;249.75357624031065;206.97345799690743
453;287.3064577021012;207.0932686354909
454;306.75224720715994;207.6536001055753
455;243.94415625768403;207.4804985286317
456;253.24710801635405;207.25168448739024
457;256.415067352071;207.20363765708373
458;246.85495180012913;209.2758718929476
459;216.3107858791499;211.19661743903913
460;271.4132019338816;211.15836796695936
461;245.73229589979607;210.79808196257662
462;244.969560913608;213.50869319223824
463;35.29170761446472;213.53648015380577
464;197.5453538512287;215.0805631468405
465;251.81860193870696;217.24294428292723
466;267.85025369626544;217.32341806585328
467;231.83760234796887;217.09608693091582
468;237.2728243064092;217.1965954215807
469;269.5052074652878;217.36399554121
470;260.63159641881464;217.2211203652459
471;240.2813634448144;219.1791559529684
472;247.03277379215734;219.18222940120663
473;259.459613246427;219.36154807180785
474;-93.55239906023029;215.59623144135227
475;262.6710593197655;216.85707409502206
476;253.04857144574694;216.65085052157966
477;242.04316559092425;216.92999742342093
478;266.6108049799724;217.5156317449496
479;-72.22565653258451;214.16349877438864
480;271.2416692579387;214.81646388537166
481;307.71283791577673;215.50920265672474
482;-28.76358244448393;214.3446595864694
483;295.75894911420147;214.2929325763155
484;289.9412277824864;215.13017141244964
485;295.4343345019796;215.68772548577422
486;-96.6657631567582;212.44671033826887
487;281.5003903485813;212.5776150281517
488;248.38675901742772;212.09393354545452
489;244.94433344420207;211.68671907408608
490;-36.59168548012126;208.70695350127767
491;291.4491414727062;209.2485010717557
492;290.1008740747425;208.97670259929635
493;257.2806761893455;208.85722151530214
494;220.56229316033577;208.58641027099924
495;203.36807300770212;207.64532047288384
496;44.37021933813509;204.97502352037438
497;265.40401321895075;205.39669569878436
498;13.25866493333173;203.23722075930058
499;274.84164006194555;203.5707032768242
500;261.1512077949632;203.5390071068366
